id	pop	sex	FatherId	MotherId	Sex	incomp	
1875	3	1	1732	1735	1.000000	5.000000	
1878	3	1	1766	1739	1.000000	8.000000	
1879	3	1	1730	1739	1.000000	8.000000	
1880	3	1	1760	1739	1.000000	8.000000	
1881	3	1	1737	1756	1.000000	5.000000	
1882	3	1	1766	1742	1.000000	8.000000	
1887	3	1	1732	1724	1.000000	8.000000	
1888	3	1	1759	1724	1.000000	8.000000	
1892	3	1	1753	1754	1.000000	8.000000	
1899	3	1	1725	1731	1.000000	8.000000	
1901	3	1	1766	1731	1.000000	8.000000	
1904	3	1	1725	1757	1.000000	8.000000	
1906	3	1	1738	1758	1.000000	8.000000	
1907	3	1	1751	1744	1.000000	8.000000	
1910	3	1	1741	1743	1.000000	8.000000	
1913	3	1	1745	1743	1.000000	8.000000	
1916	3	1	1738	1768	1.000000	8.000000	
1918	3	1	1769	1764	1.000000	8.000000	
1919	3	1	1753	1752	1.000000	8.000000	
1920	3	1	1749	1726	1.000000	8.000000	
1921	3	1	1723	1750	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1873	3	0	1769	1740	0.000000	8.000000	
1874	3	0	1761	1735	0.000000	8.000000	
1876	3	0	1728	1748	0.000000	8.000000	
1877	3	0	1760	1748	0.000000	8.000000	
1883	3	0	1769	1742	0.000000	8.000000	
1884	3	0	1759	1742	0.000000	8.000000	
1885	3	0	1746	1742	0.000000	8.000000	
1886	3	0	1746	1724	0.000000	8.000000	
1889	3	0	1749	1733	0.000000	8.000000	
1890	3	0	1771	1722	0.000000	8.000000	
1891	3	0	1746	1722	0.000000	8.000000	
1893	3	0	1753	1754	0.000000	8.000000	
1894	3	0	1765	1754	0.000000	8.000000	
1895	3	0	1723	1764	0.000000	8.000000	
1896	3	0	1755	1764	0.000000	8.000000	
1897	3	0	1760	1764	0.000000	8.000000	
1898	3	0	1737	1764	0.000000	5.000000	
1900	3	0	1723	1731	0.000000	8.000000	
1902	3	0	1745	1757	0.000000	8.000000	
1903	3	0	1747	1757	0.000000	8.000000	
1905	3	0	1736	1767	0.000000	8.000000	
1908	3	0	1759	1729	0.000000	5.000000	
1909	3	0	1736	1729	0.000000	5.000000	
1911	3	0	1738	1743	0.000000	8.000000	
1912	3	0	1753	1743	0.000000	8.000000	
1914	3	0	1741	1743	0.000000	8.000000	
1915	3	0	1769	1727	0.000000	8.000000	
1917	3	0	1745	1764	0.000000	8.000000	
1922	3	0	1766	1733	0.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1924	4	1	1778	1777	1.000000	8.000000	
