id	pop	sex	FatherId	MotherId	Sex	incomp	
1112	3	1	968	991	1.000000	8.000000	
1118	3	1	989	1004	1.000000	8.000000	
1126	3	1	988	964	1.000000	8.000000	
1128	3	1	999	964	1.000000	8.000000	
1130	3	1	974	1007	1.000000	5.000000	
1132	3	1	976	963	1.000000	8.000000	
1133	3	1	985	963	1.000000	8.000000	
1135	3	1	999	969	1.000000	8.000000	
1137	3	1	1008	969	1.000000	8.000000	
1139	3	1	998	975	1.000000	5.000000	
1140	3	1	960	978	1.000000	5.000000	
1142	3	1	979	986	1.000000	8.000000	
1143	3	1	994	986	1.000000	8.000000	
1144	3	1	973	972	1.000000	8.000000	
1145	3	1	980	993	1.000000	5.000000	
1146	3	1	992	993	1.000000	8.000000	
1147	3	1	977	971	1.000000	5.000000	
1150	3	1	985	970	1.000000	8.000000	
1153	3	1	994	970	1.000000	8.000000	
1154	3	1	966	1009	1.000000	8.000000	
1160	3	1	965	986	1.000000	8.000000	
1161	3	1	989	990	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1113	3	0	981	997	0.000000	5.000000	
1115	3	0	999	997	0.000000	8.000000	
1116	3	0	989	997	0.000000	5.000000	
1117	3	0	965	1004	0.000000	5.000000	
1119	3	0	973	984	0.000000	8.000000	
1120	3	0	988	984	0.000000	8.000000	
1121	3	0	1008	983	0.000000	8.000000	
1122	3	0	981	983	0.000000	8.000000	
1123	3	0	999	964	0.000000	8.000000	
1124	3	0	989	964	0.000000	8.000000	
1125	3	0	1000	964	0.000000	8.000000	
1127	3	0	992	964	0.000000	8.000000	
1129	3	0	999	964	0.000000	8.000000	
1131	3	0	980	1007	0.000000	8.000000	
1134	3	0	981	995	0.000000	8.000000	
1136	3	0	982	969	0.000000	8.000000	
1138	3	0	994	975	0.000000	8.000000	
1141	3	0	985	986	0.000000	8.000000	
1148	3	0	1008	971	0.000000	8.000000	
1149	3	0	1002	970	0.000000	8.000000	
1151	3	0	1001	970	0.000000	5.000000	
1152	3	0	977	970	0.000000	5.000000	
1155	3	0	965	1009	0.000000	5.000000	
1156	3	0	965	1009	0.000000	8.000000	
1157	3	0	1000	962	0.000000	8.000000	
1158	3	0	992	962	0.000000	8.000000	
1159	3	0	992	983	0.000000	8.000000	
1162	3	0	1001	990	0.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1163	4	1	1039	1023	1.000000	8.000000	
1170	4	1	1034	1046	1.000000	8.000000	
1172	4	1	1048	1046	1.000000	8.000000	
1174	4	1	1021	1020	1.000000	8.000000	
1175	4	1	1044	1040	1.000000	8.000000	
1176	4	1	1047	1040	1.000000	8.000000	
1177	4	1	1051	1040	1.000000	8.000000	
1178	4	1	1047	1040	1.000000	8.000000	
1181	4	1	1047	1024	1.000000	8.000000	
1184	4	1	1059	1014	1.000000	8.000000	
1188	4	1	1015	1010	1.000000	5.000000	
1189	4	1	1019	1010	1.000000	8.000000	
1190	4	1	1048	1010	1.000000	5.000000	
1194	4	1	1019	1041	1.000000	8.000000	
1196	4	1	1033	1041	1.000000	8.000000	
1198	4	1	1033	1041	1.000000	8.000000	
1199	4	1	1027	1045	1.000000	8.000000	
1203	4	1	1044	1058	1.000000	8.000000	
1204	4	1	1013	1058	1.000000	8.000000	
1207	4	1	1021	1052	1.000000	8.000000	
1208	4	1	1031	1052	1.000000	8.000000	
1211	4	1	1039	1028	1.000000	8.000000	
1213	4	1	1013	1043	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1164	4	0	1027	1037	0.000000	8.000000	
1165	4	0	1044	1030	0.000000	8.000000	
1166	4	0	1033	1030	0.000000	8.000000	
1167	4	0	1039	1030	0.000000	8.000000	
1168	4	0	1044	1016	0.000000	5.000000	
1169	4	0	1054	1016	0.000000	5.000000	
1171	4	0	1034	1046	0.000000	8.000000	
1173	4	0	1048	1056	0.000000	8.000000	
1179	4	0	1032	1024	0.000000	8.000000	
1180	4	0	1011	1024	0.000000	8.000000	
1182	4	0	1047	1036	0.000000	8.000000	
1183	4	0	1015	1036	0.000000	5.000000	
1185	4	0	1053	1014	0.000000	8.000000	
1186	4	0	1019	1010	0.000000	5.000000	
1191	4	0	1051	1017	0.000000	8.000000	
1192	4	0	1025	1017	0.000000	8.000000	
1193	4	0	1031	1017	0.000000	8.000000	
1195	4	0	1019	1041	0.000000	8.000000	
1197	4	0	1054	1041	0.000000	8.000000	
1200	4	0	1050	1045	0.000000	5.000000	
1201	4	0	1013	1058	0.000000	8.000000	
1202	4	0	1053	1058	0.000000	8.000000	
1205	4	0	1050	1058	0.000000	8.000000	
1206	4	0	1013	1052	0.000000	8.000000	
1209	4	0	1051	1028	0.000000	8.000000	
1210	4	0	1025	1028	0.000000	5.000000	
1212	4	0	1059	1028	0.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1217	5	1	1106	1088	1.000000	8.000000	
1219	5	1	1108	1096	1.000000	8.000000	
1220	5	1	1100	1096	1.000000	5.000000	
1221	5	1	1075	1087	1.000000	8.000000	
1227	5	1	1070	1073	1.000000	8.000000	
1229	5	1	1101	1076	1.000000	8.000000	
1231	5	1	1070	1076	1.000000	8.000000	
1232	5	1	1102	1076	1.000000	8.000000	
1237	5	1	1105	1090	1.000000	8.000000	
1238	5	1	1108	1099	1.000000	8.000000	
1241	5	1	1085	1078	1.000000	5.000000	
1243	5	1	1100	1082	1.000000	8.000000	
1244	5	1	1108	1083	1.000000	8.000000	
1249	5	1	1101	1061	1.000000	8.000000	
1252	5	1	1070	1103	1.000000	8.000000	
1253	5	1	1074	1103	1.000000	8.000000	
1257	5	1	1091	1072	1.000000	8.000000	
1258	5	1	1093	1072	1.000000	5.000000	
1259	5	1	1062	1072	1.000000	5.000000	
1260	5	1	1070	1073	1.000000	8.000000	
1263	5	1	1110	1071	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1214	5	0	1070	1095	0.000000	8.000000	
1215	5	0	1063	1095	0.000000	5.000000	
1216	5	0	1069	1088	0.000000	8.000000	
1218	5	0	1110	1088	0.000000	8.000000	
1222	5	0	1081	1087	0.000000	5.000000	
1223	5	0	1105	1087	0.000000	8.000000	
1224	5	0	1098	1087	0.000000	5.000000	
1225	5	0	1075	1087	0.000000	8.000000	
1226	5	0	1070	1087	0.000000	8.000000	
1228	5	0	1100	1073	0.000000	8.000000	
1230	5	0	1074	1076	0.000000	8.000000	
1233	5	0	1063	1111	0.000000	8.000000	
1234	5	0	1109	1111	0.000000	8.000000	
1235	5	0	1109	1111	0.000000	8.000000	
1236	5	0	1106	1104	0.000000	8.000000	
1239	5	0	1074	1077	0.000000	8.000000	
1240	5	0	1098	1078	0.000000	8.000000	
1242	5	0	1100	1082	0.000000	8.000000	
1245	5	0	1102	1066	0.000000	8.000000	
1246	5	0	1105	1066	0.000000	8.000000	
1247	5	0	1067	1066	0.000000	8.000000	
1248	5	0	1102	1079	0.000000	8.000000	
1250	5	0	1064	1061	0.000000	8.000000	
1251	5	0	1086	1061	0.000000	8.000000	
1254	5	0	1064	1103	0.000000	8.000000	
1255	5	0	1070	1103	0.000000	8.000000	
1256	5	0	1102	1071	0.000000	8.000000	
1261	5	0	1065	1079	0.000000	8.000000	
1262	5	0	1098	1071	0.000000	5.000000	
