id	pop	sex	FatherId	MotherId	Sex	incomp	
274	3	1	164	166	1.000000	8.000000	
283	3	1	149	134	1.000000	5.000000	
285	3	1	162	134	1.000000	5.000000	
287	3	1	133	169	1.000000	5.000000	
289	3	1	133	131	1.000000	8.000000	
295	3	1	146	126	1.000000	5.000000	
298	3	1	158	157	1.000000	5.000000	
299	3	1	124	157	1.000000	8.000000	
302	3	1	139	130	1.000000	5.000000	
304	3	1	162	159	1.000000	8.000000	
307	3	1	129	165	1.000000	8.000000	
308	3	1	154	165	1.000000	5.000000	
311	3	1	132	161	1.000000	8.000000	
316	3	1	142	163	1.000000	5.000000	
319	3	1	147	165	1.000000	5.000000	
325	3	1	164	169	1.000000	8.000000	
329	3	1	170	167	1.000000	8.000000	
331	3	1	136	143	1.000000	8.000000	
335	3	1	162	159	1.000000	5.000000	
336	3	1	148	159	1.000000	5.000000	
337	3	1	124	159	1.000000	8.000000	
338	3	1	132	168	1.000000	8.000000	
341	3	1	133	152	1.000000	5.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
271	3	0	128	137	0.000000	8.000000	
272	3	0	128	152	0.000000	8.000000	
276	3	0	139	168	0.000000	2.000000	
277	3	0	156	168	0.000000	5.000000	
278	3	0	147	168	0.000000	8.000000	
279	3	0	149	168	0.000000	5.000000	
280	3	0	154	140	0.000000	5.000000	
281	3	0	147	140	0.000000	5.000000	
282	3	0	142	167	0.000000	8.000000	
293	3	0	139	155	0.000000	5.000000	
294	3	0	136	144	0.000000	5.000000	
300	3	0	138	157	0.000000	5.000000	
306	3	0	123	145	0.000000	8.000000	
309	3	0	142	165	0.000000	5.000000	
315	3	0	136	135	0.000000	5.000000	
317	3	0	164	122	0.000000	5.000000	
320	3	0	149	165	0.000000	8.000000	
321	3	0	142	165	0.000000	5.000000	
324	3	0	139	155	0.000000	5.000000	
326	3	0	158	157	0.000000	5.000000	
330	3	0	158	145	0.000000	2.000000	
332	3	0	141	131	0.000000	8.000000	
333	3	0	138	131	0.000000	5.000000	
334	3	0	138	131	0.000000	5.000000	
339	3	0	124	126	0.000000	5.000000	
340	3	0	138	126	0.000000	5.000000	
342	3	0	160	122	0.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
347	4	1	205	219	1.000000	8.000000	
350	4	1	214	210	1.000000	8.000000	
352	4	1	208	188	1.000000	5.000000	
364	4	1	194	193	1.000000	8.000000	
367	4	1	175	215	1.000000	5.000000	
368	4	1	177	215	1.000000	5.000000	
372	4	1	213	195	1.000000	5.000000	
373	4	1	214	187	1.000000	5.000000	
378	4	1	184	204	1.000000	5.000000	
380	4	1	201	172	1.000000	5.000000	
382	4	1	171	172	1.000000	8.000000	
386	4	1	177	183	1.000000	8.000000	
388	4	1	177	181	1.000000	8.000000	
393	4	1	185	212	1.000000	8.000000	
395	4	1	208	195	1.000000	5.000000	
396	4	1	201	210	1.000000	5.000000	
398	4	1	185	218	1.000000	5.000000	
399	4	1	208	181	1.000000	8.000000	
405	4	1	200	187	1.000000	8.000000	
407	4	1	205	211	1.000000	8.000000	
411	4	1	207	193	1.000000	5.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
345	4	0	200	179	0.000000	8.000000	
346	4	0	185	196	0.000000	5.000000	
351	4	0	185	210	0.000000	8.000000	
353	4	0	214	188	0.000000	2.000000	
354	4	0	189	190	0.000000	5.000000	
355	4	0	201	182	0.000000	8.000000	
357	4	0	175	217	0.000000	5.000000	
358	4	0	201	218	0.000000	5.000000	
359	4	0	216	218	0.000000	5.000000	
365	4	0	214	193	0.000000	5.000000	
366	4	0	174	193	0.000000	8.000000	
369	4	0	176	215	0.000000	5.000000	
370	4	0	205	195	0.000000	8.000000	
371	4	0	175	195	0.000000	8.000000	
375	4	0	200	202	0.000000	5.000000	
376	4	0	220	202	0.000000	5.000000	
377	4	0	216	204	0.000000	5.000000	
379	4	0	209	204	0.000000	5.000000	
385	4	0	184	211	0.000000	5.000000	
389	4	0	185	202	0.000000	5.000000	
391	4	0	200	215	0.000000	5.000000	
392	4	0	191	172	0.000000	5.000000	
397	4	0	184	182	0.000000	8.000000	
400	4	0	216	204	0.000000	5.000000	
401	4	0	213	204	0.000000	5.000000	
406	4	0	191	217	0.000000	8.000000	
409	4	0	220	182	0.000000	5.000000	
410	4	0	209	182	0.000000	8.000000	
412	4	0	189	195	0.000000	5.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
414	5	1	265	228	1.000000	8.000000	
418	5	1	260	235	1.000000	5.000000	
425	5	1	248	242	1.000000	5.000000	
428	5	1	255	257	1.000000	5.000000	
430	5	1	237	257	1.000000	5.000000	
433	5	1	260	221	1.000000	5.000000	
437	5	1	226	256	1.000000	5.000000	
439	5	1	223	239	1.000000	5.000000	
443	5	1	254	267	1.000000	8.000000	
447	5	1	232	238	1.000000	5.000000	
448	5	1	226	238	1.000000	5.000000	
449	5	1	268	227	1.000000	8.000000	
450	5	1	270	227	1.000000	5.000000	
452	5	1	255	258	1.000000	5.000000	
453	5	1	233	252	1.000000	5.000000	
454	5	1	240	252	1.000000	5.000000	
456	5	1	259	229	1.000000	5.000000	
458	5	1	255	243	1.000000	5.000000	
460	5	1	263	238	1.000000	8.000000	
464	5	1	222	264	1.000000	5.000000	
467	5	1	248	247	1.000000	8.000000	
468	5	1	269	246	1.000000	8.000000	
469	5	1	240	238	1.000000	8.000000	
470	5	1	263	262	1.000000	5.000000	
473	5	1	245	221	1.000000	2.000000	
474	5	1	268	231	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
413	5	0	254	228	0.000000	8.000000	
415	5	0	259	228	0.000000	5.000000	
416	5	0	225	235	0.000000	8.000000	
417	5	0	237	235	0.000000	5.000000	
419	5	0	232	250	0.000000	8.000000	
422	5	0	222	236	0.000000	5.000000	
424	5	0	226	236	0.000000	8.000000	
427	5	0	263	231	0.000000	5.000000	
432	5	0	230	221	0.000000	5.000000	
434	5	0	265	247	0.000000	5.000000	
436	5	0	230	256	0.000000	5.000000	
438	5	0	249	266	0.000000	8.000000	
440	5	0	225	239	0.000000	8.000000	
444	5	0	268	267	0.000000	5.000000	
445	5	0	232	267	0.000000	5.000000	
451	5	0	232	251	0.000000	5.000000	
455	5	0	269	262	0.000000	8.000000	
457	5	0	249	243	0.000000	5.000000	
459	5	0	270	243	0.000000	5.000000	
463	5	0	254	246	0.000000	5.000000	
465	5	0	225	264	0.000000	5.000000	
466	5	0	255	261	0.000000	5.000000	
471	5	0	259	262	0.000000	5.000000	
475	5	0	263	252	0.000000	5.000000	
