id	pop	sex	FatherId	MotherId	Sex	incomp	
2025	3	1	1921	1889	1.000000	8.000000	
2026	3	1	1906	1889	1.000000	8.000000	
2028	3	1	1879	1894	1.000000	8.000000	
2029	3	1	1882	1886	1.000000	8.000000	
2033	3	1	1882	1902	1.000000	8.000000	
2035	3	1	1921	1874	1.000000	8.000000	
2036	3	1	1907	1874	1.000000	8.000000	
2038	3	1	1920	1915	1.000000	8.000000	
2043	3	1	1910	1895	1.000000	8.000000	
2045	3	1	1888	1895	1.000000	8.000000	
2047	3	1	1875	1890	1.000000	5.000000	
2048	3	1	1913	1890	1.000000	8.000000	
2049	3	1	1916	1922	1.000000	8.000000	
2051	3	1	1878	1911	1.000000	8.000000	
2052	3	1	1920	1905	1.000000	8.000000	
2053	3	1	1899	1909	1.000000	5.000000	
2054	3	1	1878	1909	1.000000	8.000000	
2055	3	1	1919	1909	1.000000	5.000000	
2057	3	1	1882	1900	1.000000	8.000000	
2065	3	1	1880	1884	1.000000	8.000000	
2068	3	1	1901	1905	1.000000	8.000000	
2069	3	1	1882	1873	1.000000	8.000000	
2070	3	1	1901	1883	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
2024	3	0	1881	1914	0.000000	5.000000	
2027	3	0	1899	1894	0.000000	8.000000	
2030	3	0	1875	1898	0.000000	5.000000	
2031	3	0	1881	1898	0.000000	5.000000	
2032	3	0	1875	1898	0.000000	5.000000	
2034	3	0	1907	1874	0.000000	8.000000	
2037	3	0	1913	1915	0.000000	8.000000	
2039	3	0	1901	1885	0.000000	8.000000	
2040	3	0	1879	1876	0.000000	8.000000	
2041	3	0	1921	1917	0.000000	8.000000	
2042	3	0	1878	1895	0.000000	8.000000	
2044	3	0	1879	1895	0.000000	8.000000	
2046	3	0	1879	1890	0.000000	8.000000	
2050	3	0	1910	1912	0.000000	8.000000	
2056	3	0	1881	1909	0.000000	5.000000	
2058	3	0	1904	1896	0.000000	8.000000	
2059	3	0	1887	1896	0.000000	8.000000	
2060	3	0	1881	1896	0.000000	8.000000	
2061	3	0	1882	1896	0.000000	8.000000	
2062	3	0	1919	1897	0.000000	8.000000	
2063	3	0	1920	1897	0.000000	8.000000	
2064	3	0	1878	1884	0.000000	8.000000	
2066	3	0	1887	1898	0.000000	8.000000	
2067	3	0	1919	1895	0.000000	8.000000	
2071	3	0	1892	1909	0.000000	5.000000	
2072	3	0	1904	1900	0.000000	8.000000	
2073	3	0	1921	1905	0.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
2074	4	1	1939	1941	1.000000	8.000000	
2076	4	1	1939	1941	1.000000	8.000000	
2077	4	1	1967	1941	1.000000	8.000000	
2084	4	1	1953	1933	1.000000	8.000000	
2090	4	1	1951	1963	1.000000	5.000000	
2099	4	1	1924	1923	1.000000	8.000000	
2101	4	1	1937	1932	1.000000	8.000000	
2102	4	1	1972	1932	1.000000	8.000000	
2103	4	1	1942	1943	1.000000	8.000000	
2104	4	1	1960	1943	1.000000	8.000000	
2105	4	1	1924	1943	1.000000	8.000000	
2107	4	1	1949	1929	1.000000	8.000000	
2108	4	1	1936	1926	1.000000	8.000000	
2109	4	1	1924	1926	1.000000	8.000000	
2112	4	1	1972	1934	1.000000	8.000000	
2114	4	1	1961	1934	1.000000	8.000000	
2117	4	1	1950	1930	1.000000	8.000000	
2119	4	1	1965	1964	1.000000	8.000000	
2120	4	1	1960	1926	1.000000	8.000000	
2121	4	1	1952	1940	1.000000	5.000000	
2122	4	1	1972	1929	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
2075	4	0	1949	1941	0.000000	8.000000	
2078	4	0	1949	1941	0.000000	8.000000	
2079	4	0	1939	1945	0.000000	8.000000	
2080	4	0	1967	1945	0.000000	8.000000	
2081	4	0	1966	1940	0.000000	8.000000	
2082	4	0	1947	1969	0.000000	5.000000	
2083	4	0	1949	1969	0.000000	5.000000	
2085	4	0	1971	1933	0.000000	8.000000	
2086	4	0	1924	1933	0.000000	8.000000	
2087	4	0	1953	1948	0.000000	8.000000	
2088	4	0	1958	1948	0.000000	8.000000	
2089	4	0	1971	1963	0.000000	8.000000	
2091	4	0	1967	1970	0.000000	8.000000	
2092	4	0	1936	1970	0.000000	8.000000	
2093	4	0	1944	1970	0.000000	8.000000	
2094	4	0	1972	1970	0.000000	8.000000	
2095	4	0	1958	1964	0.000000	8.000000	
2096	4	0	1966	1964	0.000000	8.000000	
2097	4	0	1938	1964	0.000000	8.000000	
2098	4	0	1938	1946	0.000000	8.000000	
