id	pop	sex	FatherId	MotherId	Sex	incomp	
1414	3	1	1276	1282	1.000000	8.000000	
1419	3	1	1295	1287	1.000000	8.000000	
1420	3	1	1301	1297	1.000000	8.000000	
1421	3	1	1284	1297	1.000000	8.000000	
1423	3	1	1295	1269	1.000000	8.000000	
1425	3	1	1284	1290	1.000000	8.000000	
1428	3	1	1272	1265	1.000000	5.000000	
1429	3	1	1301	1279	1.000000	8.000000	
1431	3	1	1272	1310	1.000000	8.000000	
1435	3	1	1311	1285	1.000000	8.000000	
1437	3	1	1306	1307	1.000000	8.000000	
1438	3	1	1298	1307	1.000000	8.000000	
1440	3	1	1298	1304	1.000000	8.000000	
1441	3	1	1295	1305	1.000000	8.000000	
1442	3	1	1311	1267	1.000000	8.000000	
1444	3	1	1281	1286	1.000000	5.000000	
1446	3	1	1278	1286	1.000000	8.000000	
1448	3	1	1295	1303	1.000000	8.000000	
1450	3	1	1306	1312	1.000000	8.000000	
1451	3	1	1295	1312	1.000000	8.000000	
1454	3	1	1295	1293	1.000000	8.000000	
1455	3	1	1268	1267	1.000000	8.000000	
1456	3	1	1264	1309	1.000000	8.000000	
1457	3	1	1313	1287	1.000000	8.000000	
1458	3	1	1272	1303	1.000000	8.000000	
1459	3	1	1271	1303	1.000000	8.000000	
1461	3	1	1291	1270	1.000000	8.000000	
1462	3	1	1311	1269	1.000000	8.000000	
1464	3	1	1274	1273	1.000000	8.000000	
1465	3	1	1313	1266	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1415	3	0	1301	1282	0.000000	8.000000	
1416	3	0	1268	1299	0.000000	8.000000	
1418	3	0	1278	1309	0.000000	5.000000	
1422	3	0	1298	1269	0.000000	5.000000	
1424	3	0	1298	1294	0.000000	8.000000	
1426	3	0	1313	1292	0.000000	8.000000	
1427	3	0	1313	1265	0.000000	8.000000	
1430	3	0	1306	1279	0.000000	8.000000	
1432	3	0	1272	1310	0.000000	8.000000	
1433	3	0	1313	1273	0.000000	8.000000	
1434	3	0	1298	1273	0.000000	5.000000	
1436	3	0	1280	1285	0.000000	5.000000	
1443	3	0	1306	1300	0.000000	8.000000	
1445	3	0	1278	1286	0.000000	5.000000	
1447	3	0	1313	1303	0.000000	8.000000	
1449	3	0	1272	1312	0.000000	8.000000	
1452	3	0	1280	1283	0.000000	8.000000	
1453	3	0	1284	1282	0.000000	8.000000	
1460	3	0	1313	1270	0.000000	8.000000	
1463	3	0	1301	1285	0.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1468	4	1	1354	1318	1.000000	8.000000	
1469	4	1	1362	1330	1.000000	8.000000	
1474	4	1	1349	1347	1.000000	8.000000	
1477	4	1	1336	1360	1.000000	8.000000	
1481	4	1	1329	1360	1.000000	8.000000	
1483	4	1	1334	1344	1.000000	8.000000	
1484	4	1	1333	1344	1.000000	8.000000	
1485	4	1	1338	1315	1.000000	5.000000	
1488	4	1	1351	1352	1.000000	8.000000	
1489	4	1	1363	1332	1.000000	8.000000	
1490	4	1	1338	1359	1.000000	8.000000	
1493	4	1	1363	1353	1.000000	8.000000	
1494	4	1	1328	1358	1.000000	8.000000	
1496	4	1	1349	1358	1.000000	8.000000	
1498	4	1	1361	1326	1.000000	8.000000	
1499	4	1	1317	1326	1.000000	8.000000	
1500	4	1	1343	1326	1.000000	8.000000	
1501	4	1	1351	1342	1.000000	8.000000	
1504	4	1	1320	1355	1.000000	8.000000	
1505	4	1	1317	1324	1.000000	8.000000	
1506	4	1	1349	1324	1.000000	5.000000	
1508	4	1	1317	1350	1.000000	8.000000	
1509	4	1	1320	1350	1.000000	8.000000	
1510	4	1	1357	1337	1.000000	8.000000	
1512	4	1	1341	1337	1.000000	8.000000	
1515	4	1	1314	1345	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1466	4	0	1320	1322	0.000000	8.000000	
1467	4	0	1334	1322	0.000000	8.000000	
1470	4	0	1320	1330	0.000000	8.000000	
1471	4	0	1317	1330	0.000000	8.000000	
1472	4	0	1356	1330	0.000000	8.000000	
1473	4	0	1339	1330	0.000000	8.000000	
1475	4	0	1354	1347	0.000000	8.000000	
1476	4	0	1339	1347	0.000000	5.000000	
1478	4	0	1363	1360	0.000000	8.000000	
1479	4	0	1336	1360	0.000000	8.000000	
1480	4	0	1351	1360	0.000000	8.000000	
1482	4	0	1341	1360	0.000000	8.000000	
1486	4	0	1343	1315	0.000000	8.000000	
1487	4	0	1351	1352	0.000000	8.000000	
1491	4	0	1319	1327	0.000000	8.000000	
1492	4	0	1336	1327	0.000000	5.000000	
1495	4	0	1317	1358	0.000000	8.000000	
1497	4	0	1333	1323	0.000000	5.000000	
1502	4	0	1321	1342	0.000000	8.000000	
1503	4	0	1346	1355	0.000000	5.000000	
1507	4	0	1320	1324	0.000000	5.000000	
1511	4	0	1346	1337	0.000000	8.000000	
1513	4	0	1346	1337	0.000000	5.000000	
1514	4	0	1351	1345	0.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1517	5	1	1383	1387	1.000000	8.000000	
1519	5	1	1375	1387	1.000000	8.000000	
1520	5	1	1393	1407	1.000000	8.000000	
1521	5	1	1393	1412	1.000000	8.000000	
1522	5	1	1369	1413	1.000000	8.000000	
1524	5	1	1391	1402	1.000000	5.000000	
1526	5	1	1411	1368	1.000000	5.000000	
1527	5	1	1365	1368	1.000000	5.000000	
1528	5	1	1411	1401	1.000000	8.000000	
1529	5	1	1398	1392	1.000000	8.000000	
1530	5	1	1383	1392	1.000000	8.000000	
