id	pop	sex	FatherId	MotherId	Sex	incomp	
1723	3	1	1610	1603	1.000000	8.000000	
1725	3	1	1573	1603	1.000000	8.000000	
1728	3	1	1595	1608	1.000000	8.000000	
1730	3	1	1612	1599	1.000000	8.000000	
1732	3	1	1582	1584	1.000000	8.000000	
1736	3	1	1612	1597	1.000000	8.000000	
1737	3	1	1590	1597	1.000000	5.000000	
1738	3	1	1577	1574	1.000000	8.000000	
1741	3	1	1582	1594	1.000000	8.000000	
1745	3	1	1591	1569	1.000000	8.000000	
1746	3	1	1573	1618	1.000000	8.000000	
1747	3	1	1589	1618	1.000000	8.000000	
1749	3	1	1591	1587	1.000000	8.000000	
1751	3	1	1580	1585	1.000000	5.000000	
1753	3	1	1593	1615	1.000000	8.000000	
1755	3	1	1577	1615	1.000000	8.000000	
1759	3	1	1609	1613	1.000000	8.000000	
1760	3	1	1606	1613	1.000000	8.000000	
1761	3	1	1606	1613	1.000000	5.000000	
1762	3	1	1600	1613	1.000000	8.000000	
1763	3	1	1592	1611	1.000000	8.000000	
1765	3	1	1590	1611	1.000000	8.000000	
1766	3	1	1590	1611	1.000000	8.000000	
1769	3	1	1616	1581	1.000000	8.000000	
1770	3	1	1577	1586	1.000000	8.000000	
1771	3	1	1578	1602	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1722	3	0	1578	1603	0.000000	8.000000	
1724	3	0	1591	1603	0.000000	8.000000	
1726	3	0	1572	1608	0.000000	8.000000	
1727	3	0	1577	1608	0.000000	8.000000	
1729	3	0	1571	1608	0.000000	5.000000	
1731	3	0	1578	1584	0.000000	8.000000	
1733	3	0	1609	1584	0.000000	8.000000	
1734	3	0	1593	1597	0.000000	8.000000	
1735	3	0	1572	1597	0.000000	5.000000	
1739	3	0	1591	1574	0.000000	8.000000	
1740	3	0	1607	1594	0.000000	8.000000	
1742	3	0	1600	1568	0.000000	8.000000	
1743	3	0	1575	1568	0.000000	8.000000	
1744	3	0	1572	1568	0.000000	8.000000	
1748	3	0	1592	1618	0.000000	8.000000	
1750	3	0	1607	1587	0.000000	8.000000	
1752	3	0	1616	1615	0.000000	8.000000	
1754	3	0	1577	1615	0.000000	8.000000	
1756	3	0	1609	1614	0.000000	8.000000	
1757	3	0	1575	1613	0.000000	8.000000	
1758	3	0	1592	1613	0.000000	8.000000	
1764	3	0	1596	1611	0.000000	8.000000	
1767	3	0	1612	1611	0.000000	8.000000	
1768	3	0	1571	1581	0.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1773	4	1	1638	1654	1.000000	8.000000	
1774	4	1	1643	1654	1.000000	8.000000	
1776	4	1	1620	1635	1.000000	8.000000	
1778	4	1	1620	1647	1.000000	8.000000	
1780	4	1	1643	1634	1.000000	8.000000	
1782	4	1	1651	1634	1.000000	8.000000	
1784	4	1	1623	1668	1.000000	8.000000	
1785	4	1	1632	1668	1.000000	8.000000	
1786	4	1	1656	1644	1.000000	8.000000	
1787	4	1	1637	1644	1.000000	8.000000	
1789	4	1	1627	1663	1.000000	8.000000	
1790	4	1	1664	1663	1.000000	8.000000	
1791	4	1	1623	1663	1.000000	8.000000	
1792	4	1	1662	1657	1.000000	8.000000	
1794	4	1	1651	1633	1.000000	8.000000	
1795	4	1	1667	1633	1.000000	5.000000	
1797	4	1	1664	1661	1.000000	8.000000	
1802	4	1	1637	1649	1.000000	8.000000	
1804	4	1	1659	1630	1.000000	8.000000	
1805	4	1	1625	1630	1.000000	8.000000	
1807	4	1	1643	1639	1.000000	8.000000	
1808	4	1	1652	1619	1.000000	8.000000	
1809	4	1	1636	1619	1.000000	8.000000	
1810	4	1	1620	1624	1.000000	8.000000	
1813	4	1	1652	1629	1.000000	8.000000	
