id	pop	sex	FatherId	MotherId	Sex	incomp	
2177	3	1	2065	2024	1.000000	8.000000	
2178	3	1	2026	2073	1.000000	8.000000	
2181	3	1	2025	2072	1.000000	8.000000	
2182	3	1	2049	2060	1.000000	8.000000	
2183	3	1	2048	2060	1.000000	8.000000	
2184	3	1	2033	2060	1.000000	8.000000	
2185	3	1	2029	2056	1.000000	8.000000	
2188	3	1	2049	2063	1.000000	8.000000	
2189	3	1	2051	2063	1.000000	8.000000	
2190	3	1	2047	2063	1.000000	5.000000	
2191	3	1	2038	2031	1.000000	8.000000	
2192	3	1	2036	2031	1.000000	8.000000	
2193	3	1	2048	2031	1.000000	5.000000	
2196	3	1	2051	2034	1.000000	8.000000	
2200	3	1	2043	2032	1.000000	8.000000	
2206	3	1	2038	2027	1.000000	8.000000	
2209	3	1	2070	2027	1.000000	8.000000	
2211	3	1	2025	2062	1.000000	8.000000	
2212	3	1	2025	2058	1.000000	8.000000	
2213	3	1	2049	2058	1.000000	8.000000	
2214	3	1	2035	2042	1.000000	8.000000	
2218	3	1	2057	2046	1.000000	8.000000	
2219	3	1	2026	2046	1.000000	8.000000	
2222	3	1	2026	2041	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
2176	3	0	2049	2024	0.000000	5.000000	
2179	3	0	2026	2040	0.000000	8.000000	
2180	3	0	2069	2040	0.000000	8.000000	
2186	3	0	2055	2059	0.000000	5.000000	
2187	3	0	2051	2059	0.000000	8.000000	
2194	3	0	2026	2061	0.000000	8.000000	
2195	3	0	2026	2061	0.000000	8.000000	
2197	3	0	2026	2034	0.000000	8.000000	
2198	3	0	2069	2034	0.000000	8.000000	
2199	3	0	2068	2034	0.000000	8.000000	
2201	3	0	2055	2032	0.000000	5.000000	
2202	3	0	2038	2032	0.000000	5.000000	
2203	3	0	2025	2050	0.000000	8.000000	
2204	3	0	2025	2050	0.000000	8.000000	
2205	3	0	2049	2027	0.000000	8.000000	
2207	3	0	2036	2027	0.000000	8.000000	
2208	3	0	2070	2027	0.000000	8.000000	
2210	3	0	2035	2044	0.000000	8.000000	
2215	3	0	2048	2067	0.000000	8.000000	
2217	3	0	2038	2046	0.000000	8.000000	
2220	3	0	2035	2046	0.000000	8.000000	
2221	3	0	2028	2041	0.000000	8.000000	
2223	3	0	2054	2071	0.000000	8.000000	
2224	3	0	2070	2071	0.000000	5.000000	
2225	3	0	2053	2037	0.000000	8.000000	
2226	3	0	2043	2039	0.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
2231	4	1	2108	2098	1.000000	8.000000	
2233	4	1	2107	2098	1.000000	8.000000	
2234	4	1	2119	2111	1.000000	8.000000	
