id	pop	sex	FatherId	MotherId	Sex	incomp	
960	3	1	832	810	1.000000	5.000000	
965	3	1	834	839	1.000000	5.000000	
966	3	1	850	839	1.000000	8.000000	
968	3	1	814	806	1.000000	5.000000	
973	3	1	817	808	1.000000	8.000000	
974	3	1	840	808	1.000000	5.000000	
976	3	1	844	835	1.000000	8.000000	
977	3	1	826	820	1.000000	5.000000	
979	3	1	848	820	1.000000	8.000000	
980	3	1	852	819	1.000000	5.000000	
981	3	1	824	819	1.000000	8.000000	
982	3	1	816	819	1.000000	8.000000	
985	3	1	844	843	1.000000	8.000000	
988	3	1	811	836	1.000000	8.000000	
989	3	1	849	836	1.000000	8.000000	
992	3	1	844	836	1.000000	8.000000	
994	3	1	826	823	1.000000	8.000000	
996	3	1	822	823	1.000000	8.000000	
998	3	1	848	825	1.000000	5.000000	
999	3	1	829	825	1.000000	8.000000	
1000	3	1	822	851	1.000000	8.000000	
1001	3	1	842	851	1.000000	8.000000	
1002	3	1	829	851	1.000000	8.000000	
1003	3	1	837	813	1.000000	8.000000	
1005	3	1	852	833	1.000000	8.000000	
1008	3	1	817	803	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
961	3	0	805	810	0.000000	5.000000	
962	3	0	814	846	0.000000	8.000000	
963	3	0	805	839	0.000000	5.000000	
964	3	0	811	839	0.000000	8.000000	
967	3	0	805	839	0.000000	5.000000	
969	3	0	822	806	0.000000	5.000000	
970	3	0	805	806	0.000000	5.000000	
971	3	0	847	808	0.000000	8.000000	
972	3	0	805	808	0.000000	8.000000	
975	3	0	831	808	0.000000	8.000000	
978	3	0	837	820	0.000000	8.000000	
983	3	0	831	807	0.000000	8.000000	
984	3	0	816	807	0.000000	8.000000	
986	3	0	837	843	0.000000	8.000000	
987	3	0	842	836	0.000000	8.000000	
990	3	0	826	836	0.000000	8.000000	
991	3	0	842	836	0.000000	8.000000	
993	3	0	821	830	0.000000	5.000000	
995	3	0	811	823	0.000000	8.000000	
997	3	0	822	823	0.000000	5.000000	
1004	3	0	831	833	0.000000	8.000000	
1006	3	0	829	833	0.000000	8.000000	
1007	3	0	847	833	0.000000	8.000000	
1009	3	0	850	827	0.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1011	4	1	901	869	1.000000	8.000000	
1012	4	1	889	869	1.000000	8.000000	
1013	4	1	871	869	1.000000	5.000000	
1015	4	1	901	897	1.000000	8.000000	
1019	4	1	889	894	1.000000	8.000000	
1021	4	1	864	867	1.000000	5.000000	
1025	4	1	879	867	1.000000	5.000000	
1027	4	1	857	876	1.000000	8.000000	
1031	4	1	858	872	1.000000	5.000000	
1032	4	1	893	863	1.000000	8.000000	
1033	4	1	884	854	1.000000	8.000000	
1034	4	1	861	854	1.000000	8.000000	
1039	4	1	857	895	1.000000	8.000000	
1044	4	1	865	888	1.000000	8.000000	
1047	4	1	896	883	1.000000	8.000000	
1048	4	1	882	883	1.000000	8.000000	
1050	4	1	896	874	1.000000	5.000000	
1051	4	1	857	902	1.000000	8.000000	
1053	4	1	882	890	1.000000	8.000000	
1054	4	1	901	890	1.000000	8.000000	
1059	4	1	896	899	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1010	4	0	858	880	0.000000	5.000000	
1014	4	0	882	869	0.000000	8.000000	
1016	4	0	859	897	0.000000	5.000000	
1017	4	0	893	897	0.000000	5.000000	
1018	4	0	882	894	0.000000	8.000000	
1020	4	0	881	853	0.000000	8.000000	
1022	4	0	871	867	0.000000	5.000000	
1023	4	0	868	867	0.000000	8.000000	
1024	4	0	887	867	0.000000	8.000000	
1026	4	0	868	876	0.000000	8.000000	
1028	4	0	904	872	0.000000	8.000000	
1029	4	0	900	872	0.000000	8.000000	
1030	4	0	857	872	0.000000	8.000000	
1035	4	0	882	854	0.000000	8.000000	
1036	4	0	858	854	0.000000	5.000000	
1037	4	0	871	854	0.000000	8.000000	
1038	4	0	904	854	0.000000	8.000000	
1040	4	0	884	866	0.000000	8.000000	
1041	4	0	870	866	0.000000	8.000000	
1042	4	0	882	888	0.000000	8.000000	
1043	4	0	884	888	0.000000	5.000000	
1045	4	0	860	883	0.000000	8.000000	
1046	4	0	901	883	0.000000	8.000000	
1049	4	0	861	883	0.000000	8.000000	
1052	4	0	865	902	0.000000	8.000000	
1055	4	0	865	875	0.000000	8.000000	
1056	4	0	881	875	0.000000	8.000000	
1057	4	0	881	875	0.000000	8.000000	
1058	4	0	858	875	0.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1062	5	1	906	912	1.000000	8.000000	
1063	5	1	956	912	1.000000	8.000000	
1064	5	1	939	954	1.000000	8.000000	
1065	5	1	918	954	1.000000	5.000000	
1067	5	1	932	938	1.000000	5.000000	
1069	5	1	934	942	1.000000	5.000000	
1070	5	1	928	930	1.000000	8.000000	
1074	5	1	928	936	1.000000	8.000000	
1075	5	1	940	936	1.000000	8.000000	
1080	5	1	929	920	1.000000	8.000000	
1081	5	1	911	916	1.000000	5.000000	
1084	5	1	955	915	1.000000	8.000000	
1085	5	1	955	915	1.000000	5.000000	
1086	5	1	934	915	1.000000	8.000000	
1091	5	1	926	913	1.000000	8.000000	
1092	5	1	950	913	1.000000	5.000000	
1093	5	1	956	913	1.000000	8.000000	
1098	5	1	941	947	1.000000	5.000000	
1100	5	1	914	944	1.000000	8.000000	
1101	5	1	948	944	1.000000	8.000000	
1102	5	1	939	944	1.000000	8.000000	
1105	5	1	939	919	1.000000	8.000000	
1106	5	1	939	919	1.000000	8.000000	
1108	5	1	934	919	1.000000	8.000000	
1109	5	1	925	944	1.000000	8.000000	
1110	5	1	933	938	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1061	5	0	945	912	0.000000	8.000000	
1066	5	0	932	954	0.000000	5.000000	
1071	5	0	933	930	0.000000	8.000000	
1072	5	0	914	930	0.000000	5.000000	
1073	5	0	922	936	0.000000	8.000000	
1076	5	0	918	957	0.000000	8.000000	
1077	5	0	955	946	0.000000	8.000000	
1078	5	0	906	920	0.000000	8.000000	
1079	5	0	907	920	0.000000	8.000000	
1082	5	0	911	916	0.000000	8.000000	
1083	5	0	958	916	0.000000	8.000000	
1087	5	0	943	927	0.000000	8.000000	
1088	5	0	929	927	0.000000	8.000000	
1089	5	0	911	937	0.000000	5.000000	
1090	5	0	922	937	0.000000	8.000000	
1094	5	0	955	952	0.000000	8.000000	
1095	5	0	929	952	0.000000	5.000000	
1096	5	0	955	952	0.000000	5.000000	
1097	5	0	955	947	0.000000	8.000000	
1099	5	0	934	947	0.000000	8.000000	
1103	5	0	925	944	0.000000	8.000000	
1104	5	0	925	919	0.000000	8.000000	
1107	5	0	941	919	0.000000	8.000000	
1111	5	0	922	952	0.000000	8.000000	
