id	pop	sex	FatherId	MotherId	Sex	incomp	
1264	3	1	1133	1113	1.000000	5.000000	
1268	3	1	1139	1134	1.000000	8.000000	
1271	3	1	1132	1159	1.000000	8.000000	
1272	3	1	1135	1159	1.000000	8.000000	
1274	3	1	1145	1158	1.000000	5.000000	
1276	3	1	1130	1158	1.000000	8.000000	
1278	3	1	1140	1152	1.000000	5.000000	
1280	3	1	1130	1152	1.000000	5.000000	
1281	3	1	1144	1116	1.000000	5.000000	
1284	3	1	1135	1148	1.000000	8.000000	
1289	3	1	1161	1122	1.000000	8.000000	
1291	3	1	1144	1122	1.000000	8.000000	
1295	3	1	1142	1124	1.000000	8.000000	
1298	3	1	1160	1117	1.000000	5.000000	
1301	3	1	1135	1115	1.000000	8.000000	
1306	3	1	1145	1129	1.000000	8.000000	
1308	3	1	1132	1129	1.000000	8.000000	
1311	3	1	1135	1116	1.000000	8.000000	
1313	3	1	1142	1162	1.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1265	3	0	1130	1136	0.000000	5.000000	
1266	3	0	1145	1136	0.000000	5.000000	
1267	3	0	1154	1134	0.000000	8.000000	
1269	3	0	1144	1134	0.000000	8.000000	
1270	3	0	1137	1159	0.000000	8.000000	
1273	3	0	1153	1127	0.000000	8.000000	
1275	3	0	1154	1158	0.000000	8.000000	
1277	3	0	1154	1152	0.000000	8.000000	
1279	3	0	1128	1152	0.000000	8.000000	
1282	3	0	1146	1120	0.000000	8.000000	
1283	3	0	1118	1148	0.000000	8.000000	
1285	3	0	1150	1148	0.000000	8.000000	
1286	3	0	1142	1162	0.000000	8.000000	
1287	3	0	1139	1125	0.000000	8.000000	
1288	3	0	1130	1119	0.000000	8.000000	
1290	3	0	1118	1122	0.000000	8.000000	
1292	3	0	1161	1156	0.000000	8.000000	
1293	3	0	1153	1156	0.000000	8.000000	
1294	3	0	1147	1124	0.000000	5.000000	
1296	3	0	1130	1117	0.000000	2.000000	
1297	3	0	1137	1117	0.000000	8.000000	
1299	3	0	1161	1155	0.000000	5.000000	
1300	3	0	1137	1155	0.000000	8.000000	
1302	3	0	1142	1151	0.000000	8.000000	
1303	3	0	1133	1131	0.000000	8.000000	
1304	3	0	1133	1131	0.000000	8.000000	
1305	3	0	1146	1131	0.000000	8.000000	
1307	3	0	1153	1129	0.000000	8.000000	
1309	3	0	1132	1129	0.000000	8.000000	
1310	3	0	1150	1122	0.000000	8.000000	
1312	3	0	1118	1125	0.000000	8.000000	
id	pop	sex	FatherId	MotherId	Sex	incomp	
1314	4	1	1181	1195	1.000000	8.000000	
1317	4	1	1163	1192	1.000000	8.000000	
1319	4	1	1177	1173	1.000000	8.000000	
1320	4	1	1184	1173	1.000000	8.000000	
1321	4	1	1163	1201	1.000000	8.000000	
1325	4	1	1196	1185	1.000000	8.000000	
1328	4	1	1184	1169	1.000000	5.000000	
1329	4	1	1198	1169	1.000000	8.000000	
1331	4	1	1204	1164	1.000000	8.000000	
1333	4	1	1172	1183	1.000000	5.000000	
1334	4	1	1198	1183	1.000000	8.000000	
1335	4	1	1176	1183	1.000000	5.000000	
1336	4	1	1203	1193	1.000000	8.000000	
1338	4	1	1188	1210	1.000000	5.000000	
1339	4	1	1198	1210	1.000000	5.000000	
1340	4	1	1190	1171	1.000000	8.000000	
1341	4	1	1184	1171	1.000000	8.000000	
1343	4	1	1203	1165	1.000000	8.000000	
1346	4	1	1163	1186	1.000000	5.000000	
1349	4	1	1199	1209	1.000000	8.000000	
1351	4	1	1174	1202	1.000000	8.000000	
1354	4	1	1174	1180	1.000000	8.000000	
1356	4	1	1189	1166	1.000000	8.000000	
1357	4	1	1190	1182	1.000000	8.000000	
1361	4	1	1194	1179	1.000000	8.000000	
